order_id,user_id,restaurant_id,total_amount,name,city,membership,user_user_id,restaurant_name,cuisine,rating
705,886,109,445.15,User_886,Bangalore,Regular,886,Swagath Delights South Indian,,
706,772,272,843.99,User_772,Bangalore,Gold,772,New Dhaba Pure Veg,,
707,259,329,675.48,User_259,Bangalore,Gold,259,Spice Tiffins Pure Veg,,
708,206,435,118.01,User_206,Hyderabad,Regular,206,Classic Delights North Indian,,
709,1400,482,777.96,User_1400,Hyderabad,Gold,1400,Classic Tiffins Pure Veg,,
710,2481,453,496.54,User_2481,Bangalore,Gold,2481,Annapurna Foods Punjabi,,
711,2120,409,1395.2,User_2120,Hyderabad,Gold,2120,Royal Kitchen Chinese,,
712,2964,44,459.32,User_2964,Hyderabad,Gold,2964,Classic Dhaba Pure Veg,,
713,2721,35,607.99,User_2721,Hyderabad,Gold,2721,Royal Biryani North Indian,,
714,1691,339,274.37,User_1691,Pune,Gold,1691,Annapurna Eatery South Indian,,
715,428,386,567.12,User_428,Hyderabad,Regular,428,Sai Cafe Andhra,,
716,1470,218,316.8,User_1470,Pune,Regular,1470,Sai Foods Pure Veg,,
717,1152,190,1358.06,User_1152,Hyderabad,Regular,1152,Amma Restaurant Pure Veg,,
718,1697,326,685.21,User_1697,Bangalore,Regular,1697,Classic Mess Punjabi,,
719,2081,488,1193.07,User_2081,Bangalore,Regular,2081,New Biryani North Indian,,
720,2295,60,503.79,User_2295,Bangalore,Regular,2295,Grand Restaurant North Indian,,
721,1632,165,1017.25,User_1632,Bangalore,Regular,1632,Udupi Kitchen Chinese,,
722,352,500,610.96,User_352,Chennai,Gold,352,Grand Eatery Family Restaurant,,
723,1022,27,787.1,User_1022,Bangalore,Regular,1022,Darbar Dhaba Pure Veg,,
724,2611,222,233.72,User_2611,Hyderabad,Gold,2611,Grand Dhaba Chinese,,
725,91,104,131.61,User_91,Chennai,Regular,91,Grand Dhaba South Indian,,
726,1229,352,1443.82,User_1229,Bangalore,Regular,1229,Hotel Kitchen Multicuisine,,
727,2472,228,643.27,User_2472,Bangalore,Gold,2472,Udupi Dhaba Pure Veg,,
728,2700,20,1244.61,User_2700,Chennai,Gold,2700,Hotel Cafe Punjabi,,
729,963,202,1205.2,User_963,Chennai,Gold,963,Swagath Foods Chinese,,
730,1274,62,1061.72,User_1274,Chennai,Gold,1274,Spice Delights Andhra,,
731,807,352,416.96,User_807,Chennai,Gold,807,Hotel Kitchen Multicuisine,,
732,2353,145,1214.07,User_2353,Pune,Regular,2353,Amma Restaurant South Indian,,
733,2752,2,1458.77,User_2752,Bangalore,Gold,2752,Royal Delights South Indian,,
734,1375,485,626.27,User_1375,Pune,Regular,1375,Grand Dhaba Andhra,,
735,1252,111,1038.61,User_1252,Chennai,Regular,1252,Ruchi Dhaba Chinese,,
736,1935,68,548.12,User_1935,Bangalore,Gold,1935,Taste of Biryani Andhra,,
737,1956,226,722.36,User_1956,Bangalore,Regular,1956,Darbar Curry House Andhra,,
738,2387,42,433.54,User_2387,Pune,Regular,2387,Udupi Mess North Indian,,
739,915,353,1447.58,User_915,Hyderabad,Gold,915,Sai Delights South Indian,,
740,251,261,1019.39,User_251,Pune,Gold,251,Spice Mess Non-Veg,,
741,935,334,1271.78,User_935,Bangalore,Regular,935,Darbar Tiffins Family Restaurant,,
742,2186,19,962.34,User_2186,Chennai,Gold,2186,Classic Biryani Chinese,,
743,2911,5,1102.19,User_2911,Pune,Regular,2911,Udupi Foods South Indian,,
744,2607,328,114.15,User_2607,Hyderabad,Gold,2607,Ruchi Curry House Andhra,,
745,1010,323,569.11,User_1010,Hyderabad,Regular,1010,Taste of Mess Chinese,,
746,2521,372,1129.22,User_2521,Hyderabad,Gold,2521,Annapurna Foods North Indian,,
747,2124,238,151.85,User_2124,Hyderabad,Gold,2124,New Foods South Indian,,
748,1931,5,562.25,User_1931,Bangalore,Regular,1931,Udupi Foods South Indian,,
749,1766,479,1380.69,User_1766,Hyderabad,Regular,1766,Grand Mess Andhra,,
750,2706,299,1180.7,User_2706,Hyderabad,Regular,2706,Taste of Kitchen North Indian,,
751,2807,466,299.28,User_2807,Pune,Gold,2807,Sai Cafe South Indian,,
752,1781,155,349.08,User_1781,Hyderabad,Gold,1781,Udupi Biryani Family Restaurant,,
753,93,386,799.88,User_93,Bangalore,Regular,93,Sai Cafe Andhra,,
754,2856,279,104.12,User_2856,Hyderabad,Regular,2856,Sri Tiffins Andhra,,
755,1628,287,770.87,User_1628,Hyderabad,Gold,1628,Amma Cafe South Indian,,
756,2560,109,1314.92,User_2560,Pune,Gold,2560,Swagath Delights South Indian,,
757,1643,404,555.58,User_1643,Chennai,Regular,1643,Classic Dhaba South Indian,,
758,1100,407,686.6,User_1100,Pune,Regular,1100,Grand Cafe Chinese,,
759,978,202,972.35,User_978,Pune,Regular,978,Swagath Foods Chinese,,
760,1071,183,832.03,User_1071,Hyderabad,Gold,1071,Taste of Biryani Non-Veg,,
761,1066,37,194.03,User_1066,Bangalore,Regular,1066,Swagath Dhaba Andhra,,
762,2335,450,158.13,User_2335,Hyderabad,Gold,2335,New Foods Chinese,,
763,2981,229,522.38,User_2981,Chennai,Gold,2981,Ruchi Mess Family Restaurant,,
764,1025,493,233.78,User_1025,Pune,Gold,1025,Darbar Restaurant Multicuisine,,
765,983,3,1313.52,User_983,Pune,Regular,983,Darbar Eatery Andhra,,
766,774,111,971.18,User_774,Bangalore,Gold,774,Ruchi Dhaba Chinese,,
767,868,227,833.45,User_868,Bangalore,Gold,868,Udupi Curry House Chinese,,
768,1347,279,201.92,User_1347,Chennai,Gold,1347,Sri Tiffins Andhra,,
769,2033,181,1465.24,User_2033,Chennai,Gold,2033,Classic Foods Pure Veg,,
770,850,79,452.62,User_850,Chennai,Regular,850,Amma Restaurant Family Restaurant,,
771,1674,299,979.22,User_1674,Pune,Regular,1674,Taste of Kitchen North Indian,,
772,172,202,1012.54,User_172,Chennai,Gold,172,Swagath Foods Chinese,,
773,305,487,1264.71,User_305,Chennai,Regular,305,Amma Eatery Chinese,,
774,2465,463,1363.91,User_2465,Hyderabad,Gold,2465,Hotel Delights Chinese,,
775,1635,88,1013.52,User_1635,Bangalore,Gold,1635,Ruchi Eatery North Indian,,
776,1989,299,1489.76,User_1989,Bangalore,Regular,1989,Taste of Kitchen North Indian,,
777,364,239,1405.14,User_364,Chennai,Gold,364,Sai Curry House North Indian,,
778,562,134,372.83,User_562,Bangalore,Gold,562,New Tiffins Non-Veg,,
779,2679,319,1230.21,User_2679,Pune,Gold,2679,Darbar Eatery Family Restaurant,,
780,67,291,342.14,User_67,Chennai,Regular,67,Annapurna Foods Non-Veg,,
781,523,234,1211.11,User_523,Chennai,Regular,523,Swagath Kitchen North Indian,,
782,439,308,118.74,User_439,Pune,Gold,439,Annapurna Biryani Family Restaurant,,
783,68,273,740.33,User_68,Pune,Gold,68,Swagath Delights Andhra,,
784,1374,184,153.77,User_1374,Chennai,Regular,1374,Annapurna Tiffins Punjabi,,
785,2872,349,1123.59,User_2872,Pune,Gold,2872,Taste of Eatery Punjabi,,
786,122,271,268.67,User_122,Pune,Gold,122,Hotel Curry House North Indian,,
787,2261,252,688.87,User_2261,Bangalore,Gold,2261,New Eatery South Indian,,
788,1218,108,925.2,User_1218,Hyderabad,Gold,1218,Darbar Curry House North Indian,,
789,749,368,175.68,User_749,Bangalore,Regular,749,Sri Dhaba Pure Veg,,
790,2540,65,1371.53,User_2540,Pune,Regular,2540,Grand Eatery Non-Veg,,
791,2296,340,853.43,User_2296,Hyderabad,Gold,2296,Ruchi Tiffins Punjabi,,
792,1207,358,1134.89,User_1207,Chennai,Regular,1207,Udupi Cafe North Indian,,
793,2537,232,1333.64,User_2537,Hyderabad,Gold,2537,New Dhaba Family Restaurant,,
794,1201,90,1492.36,User_1201,Bangalore,Gold,1201,Classic Biryani Pure Veg,,
795,2488,166,642.91,User_2488,Hyderabad,Regular,2488,Classic Cafe Andhra,,
796,84,115,168.35,User_84,Hyderabad,Regular,84,Annapurna Eatery Non-Veg,,
797,2786,461,762.58,User_2786,Bangalore,Regular,2786,Sai Curry House Multicuisine,,
798,1425,383,974.33,User_1425,Pune,Regular,1425,Amma Biryani North Indian,,
799,1679,340,213.51,User_1679,Pune,Gold,1679,Ruchi Tiffins Punjabi,,
800,1411,269,1468.96,User_1411,Chennai,Regular,1411,Udupi Mess Pure Veg,,
801,2943,224,717.22,User_2943,Pune,Regular,2943,Darbar Kitchen Non-Veg,,
802,1470,259,429.03,User_1470,Pune,Regular,1470,Amma Curry House Family Restaurant,,
803,1660,406,1391.87,User_1660,Bangalore,Regular,1660,Spice Foods Non-Veg,,
804,1009,325,785.36,User_1009,Pune,Regular,1009,Sri Cafe North Indian,,
805,956,125,1424.82,User_956,Chennai,Gold,956,Sai Foods Family Restaurant,,
806,2109,260,1095.24,User_2109,Bangalore,Gold,2109,Udupi Restaurant Family Restaurant,,
807,1692,389,1002.72,User_1692,Hyderabad,Regular,1692,Ruchi Mess Multicuisine,,
808,1649,368,916.34,User_1649,Chennai,Gold,1649,Sri Dhaba Pure Veg,,
809,2682,57,284.13,User_2682,Chennai,Gold,2682,Spice Mess Punjabi,,
810,663,321,302.58,User_663,Hyderabad,Regular,663,Sai Restaurant Non-Veg,,
811,831,171,845.24,User_831,Pune,Regular,831,Ruchi Mess Non-Veg,,
812,1195,363,869.14,User_1195,Chennai,Gold,1195,Annapurna Mess Pure Veg,,
813,16,397,1475.81,User_16,Chennai,Gold,16,Amma Foods Family Restaurant,,
814,607,45,518.3,User_607,Hyderabad,Regular,607,Annapurna Restaurant Punjabi,,
815,1869,186,368.86,User_1869,Pune,Regular,1869,Darbar Restaurant North Indian,,
816,2308,392,623.38,User_2308,Chennai,Regular,2308,Classic Tiffins Chinese,,
817,474,132,421.23,User_474,Chennai,Regular,474,Spice Tiffins Chinese,,
818,1638,200,398.98,User_1638,Chennai,Regular,1638,Annapurna Restaurant Pure Veg,,
819,496,133,1381.03,User_496,Chennai,Regular,496,Spice Foods Non-Veg,,
820,2973,381,527.55,User_2973,Hyderabad,Gold,2973,New Delights North Indian,,
821,1531,237,1076.76,User_1531,Bangalore,Gold,1531,Grand Restaurant South Indian,,
822,1621,474,123.1,User_1621,Hyderabad,Gold,1621,Annapurna Tiffins Pure Veg,,
823,2147,415,1159.87,User_2147,Bangalore,Regular,2147,Ruchi Dhaba Pure Veg,,
824,2892,107,309.56,User_2892,Hyderabad,Gold,2892,Spice Kitchen Punjabi,,
825,1374,51,886.57,User_1374,Chennai,Regular,1374,Sri Eatery South Indian,,
826,2714,385,985.6,User_2714,Chennai,Regular,2714,Ruchi Mess Multicuisine,,
827,1637,254,623.04,User_1637,Hyderabad,Gold,1637,Ruchi Dhaba Chinese,,
828,1090,373,677.1,User_1090,Pune,Regular,1090,Sai Delights Chinese,,
829,2543,343,123.37,User_2543,Pune,Regular,2543,Sai Cafe Andhra,,
830,2362,62,1272.08,User_2362,Chennai,Regular,2362,Spice Delights Andhra,,
831,1143,440,815.88,User_1143,Pune,Regular,1143,Annapurna Kitchen North Indian,,
832,655,498,1071.58,User_655,Bangalore,Gold,655,Darbar Tiffins Non-Veg,,
833,1516,14,1352.35,User_1516,Pune,Gold,1516,Taste of Tiffins North Indian,,
834,2233,90,1115.32,User_2233,Hyderabad,Regular,2233,Classic Biryani Pure Veg,,
835,1455,399,1149.22,User_1455,Hyderabad,Gold,1455,Swagath Cafe Multicuisine,,
836,1733,116,1178.42,User_1733,Pune,Regular,1733,Grand Cafe Punjabi,,
837,1961,431,1491.45,User_1961,Pune,Regular,1961,Udupi Tiffins Punjabi,,
838,1765,207,1251.39,User_1765,Hyderabad,Regular,1765,Grand Cafe Andhra,,
839,369,284,1132.89,User_369,Bangalore,Gold,369,Ruchi Foods Multicuisine,,
840,1598,418,399.62,User_1598,Bangalore,Gold,1598,Annapurna Foods Multicuisine,,
841,256,59,1487.2,User_256,Bangalore,Regular,256,Sai Biryani Non-Veg,,
842,904,37,898.4,User_904,Chennai,Gold,904,Swagath Dhaba Andhra,,
843,267,359,1346.05,User_267,Hyderabad,Regular,267,Sri Foods South Indian,,
844,146,435,1115.61,User_146,Bangalore,Regular,146,Classic Delights North Indian,,
845,1337,114,926.46,User_1337,Bangalore,Regular,1337,Ruchi Mess Andhra,,
846,1637,436,1274.85,User_1637,Hyderabad,Gold,1637,Swagath Tiffins Punjabi,,
847,1444,266,182.33,User_1444,Bangalore,Gold,1444,Annapurna Delights Multicuisine,,
848,2716,133,184.01,User_2716,Pune,Regular,2716,Spice Foods Non-Veg,,
849,2236,306,711.08,User_2236,Hyderabad,Regular,2236,Grand Dhaba Non-Veg,,
850,1187,254,280.24,User_1187,Chennai,Gold,1187,Ruchi Dhaba Chinese,,
851,1747,446,531.67,User_1747,Hyderabad,Gold,1747,Annapurna Cafe Andhra,,
852,1515,52,1198.14,User_1515,Bangalore,Regular,1515,Udupi Curry House South Indian,,
853,2484,352,1231.05,User_2484,Chennai,Regular,2484,Hotel Kitchen Multicuisine,,
854,2840,295,754.4,User_2840,Bangalore,Gold,2840,Sai Cafe South Indian,,
855,2170,195,1053.78,User_2170,Bangalore,Regular,2170,Taste of Delights Multicuisine,,
856,1239,173,1472.05,User_1239,Bangalore,Regular,1239,Darbar Delights South Indian,,
857,208,188,816.07,User_208,Bangalore,Regular,208,Swagath Mess Multicuisine,,
858,2681,289,1435.84,User_2681,Chennai,Gold,2681,Sri Biryani Punjabi,,
859,185,132,1404.37,User_185,Hyderabad,Gold,185,Spice Tiffins Chinese,,
860,1675,473,1293.97,User_1675,Hyderabad,Regular,1675,Sri Restaurant Andhra,,
861,255,442,104.25,User_255,Chennai,Gold,255,Sai Eatery Andhra,,
862,2809,426,385.96,User_2809,Chennai,Regular,2809,Royal Foods Non-Veg,,
863,1140,34,750.02,User_1140,Hyderabad,Regular,1140,Ruchi Dhaba Multicuisine,,
864,146,449,274.03,User_146,Bangalore,Regular,146,Sai Restaurant South Indian,,
865,2207,159,987.28,User_2207,Chennai,Gold,2207,Darbar Dhaba Punjabi,,
866,1596,469,426.19,User_1596,Pune,Gold,1596,Annapurna Foods Family Restaurant,,
867,2066,76,130.92,User_2066,Chennai,Regular,2066,Amma Kitchen Punjabi,,
868,803,374,606.11,User_803,Hyderabad,Regular,803,Annapurna Curry House Multicuisine,,
869,1248,142,154.79,User_1248,Hyderabad,Gold,1248,Ruchi Eatery Family Restaurant,,
870,2721,271,1345.69,User_2721,Hyderabad,Gold,2721,Hotel Curry House North Indian,,
871,2678,204,350.92,User_2678,Hyderabad,Regular,2678,Udupi Dhaba Non-Veg,,
872,1253,448,536.65,User_1253,Bangalore,Regular,1253,Amma Biryani Family Restaurant,,
873,933,376,547.39,User_933,Hyderabad,Regular,933,Amma Cafe Non-Veg,,
874,1420,240,484.88,User_1420,Pune,Gold,1420,New Mess Andhra,,
875,458,146,1082.67,User_458,Bangalore,Regular,458,Swagath Curry House Punjabi,,
876,1440,323,1143.66,User_1440,Hyderabad,Gold,1440,Taste of Mess Chinese,,
877,1409,105,1237.63,User_1409,Bangalore,Gold,1409,Amma Curry House South Indian,,
878,2091,264,422.6,User_2091,Chennai,Gold,2091,Classic Curry House South Indian,,
879,1469,78,1214.33,User_1469,Pune,Gold,1469,Sri Kitchen Chinese,,
880,2554,137,504.12,User_2554,Hyderabad,Gold,2554,Swagath Delights Andhra,,
881,2467,226,1064.51,User_2467,Hyderabad,Gold,2467,Darbar Curry House Andhra,,
882,1790,183,570.28,User_1790,Pune,Regular,1790,Taste of Biryani Non-Veg,,
883,1699,372,495.16,User_1699,Chennai,Regular,1699,Annapurna Foods North Indian,,
884,2261,14,331.5,User_2261,Bangalore,Gold,2261,Taste of Tiffins North Indian,,
885,1353,419,1404.55,User_1353,Chennai,Gold,1353,Darbar Delights Andhra,,
886,2869,126,1100.4,User_2869,Bangalore,Regular,2869,Spice Tiffins North Indian,,
887,683,19,306.6,User_683,Hyderabad,Regular,683,Classic Biryani Chinese,,
888,1902,224,682.68,User_1902,Pune,Gold,1902,Darbar Kitchen Non-Veg,,
889,1173,430,469.99,User_1173,Hyderabad,Regular,1173,Royal Delights South Indian,,
890,2822,393,420.22,User_2822,Bangalore,Regular,2822,Classic Dhaba Andhra,,
891,729,412,1153.06,User_729,Bangalore,Regular,729,Darbar Cafe Pure Veg,,
892,2870,341,1375.16,User_2870,Bangalore,Regular,2870,Amma Biryani Family Restaurant,,
893,838,38,1495.16,User_838,Bangalore,Gold,838,Grand Tiffins Multicuisine,,
894,501,424,125.51,User_501,Bangalore,Gold,501,Sai Cafe Family Restaurant,,
895,1755,176,332.24,User_1755,Hyderabad,Regular,1755,Classic Delights North Indian,,
896,1141,250,720.88,User_1141,Pune,Gold,1141,Sai Foods Non-Veg,,
897,2038,228,960.17,User_2038,Chennai,Regular,2038,Udupi Dhaba Pure Veg,,
898,1862,325,979.9,User_1862,Pune,Gold,1862,Sri Cafe North Indian,,
899,1787,25,1484.69,User_1787,Bangalore,Regular,1787,Swagath Cafe Punjabi,,
900,2088,48,1201.32,User_2088,Hyderabad,Regular,2088,Royal Tiffins North Indian,,
901,2470,237,1307.07,User_2470,Hyderabad,Regular,2470,Grand Restaurant South Indian,,
902,785,43,1089.42,User_785,Chennai,Gold,785,Sai Cafe North Indian,,
903,553,135,1400.31,User_553,Pune,Gold,553,Amma Eatery Non-Veg,,
904,454,142,271.69,User_454,Bangalore,Gold,454,Ruchi Eatery Family Restaurant,,
905,2179,184,1001.59,User_2179,Pune,Regular,2179,Annapurna Tiffins Punjabi,,
906,522,426,1058.72,User_522,Bangalore,Gold,522,Royal Foods Non-Veg,,
907,1199,123,849.1,User_1199,Pune,Gold,1199,Grand Restaurant Non-Veg,,
908,1900,119,238.63,User_1900,Bangalore,Gold,1900,Spice Restaurant Non-Veg,,
909,534,117,151.5,User_534,Bangalore,Gold,534,Darbar Eatery North Indian,,
910,2025,465,413.29,User_2025,Chennai,Regular,2025,Sai Eatery North Indian,,
911,2320,236,1405.77,User_2320,Hyderabad,Gold,2320,Hotel Eatery Non-Veg,,
912,1375,144,731.92,User_1375,Pune,Regular,1375,Darbar Biryani Andhra,,
913,1869,229,1116.82,User_1869,Pune,Regular,1869,Ruchi Mess Family Restaurant,,
914,2189,8,797.04,User_2189,Bangalore,Regular,2189,New Mess Punjabi,,
915,1256,273,688.35,User_1256,Pune,Regular,1256,Swagath Delights Andhra,,
916,2275,457,681.94,User_2275,Bangalore,Gold,2275,Sai Delights Multicuisine,,
917,607,65,1305.3,User_607,Hyderabad,Regular,607,Grand Eatery Non-Veg,,
918,1053,16,1057.69,User_1053,Hyderabad,Regular,1053,Sai Mess Andhra,,
919,495,138,549.11,User_495,Pune,Gold,495,Classic Mess Punjabi,,
920,710,490,107.68,User_710,Hyderabad,Regular,710,Swagath Curry House Punjabi,,
921,1649,197,329.66,User_1649,Chennai,Gold,1649,Sri Curry House North Indian,,
922,189,324,1130.71,User_189,Bangalore,Gold,189,Grand Delights Multicuisine,,
923,1736,369,1010.34,User_1736,Pune,Regular,1736,Amma Foods Chinese,,
924,2960,418,244.68,User_2960,Pune,Gold,2960,Annapurna Foods Multicuisine,,
925,2453,41,972.27,User_2453,Pune,Regular,2453,Classic Delights Pure Veg,,
926,1748,67,207.42,User_1748,Bangalore,Gold,1748,Swagath Tiffins Andhra,,
927,596,308,509.97,User_596,Bangalore,Gold,596,Annapurna Biryani Family Restaurant,,
928,2612,205,587.91,User_2612,Hyderabad,Regular,2612,Sri Mess North Indian,,
929,1661,350,660.85,User_1661,Chennai,Gold,1661,Classic Curry House South Indian,,
930,453,128,841.31,User_453,Hyderabad,Regular,453,Swagath Kitchen South Indian,,
931,1410,43,245.96,User_1410,Hyderabad,Regular,1410,Sai Cafe North Indian,,
932,2397,376,1343.2,User_2397,Chennai,Regular,2397,Amma Cafe Non-Veg,,
933,318,44,312.25,User_318,Pune,Regular,318,Classic Dhaba Pure Veg,,
934,2557,31,748.16,User_2557,Chennai,Gold,2557,Udupi Delights North Indian,,
935,2003,500,1372.21,User_2003,Chennai,Regular,2003,Grand Eatery Family Restaurant,,
936,2006,455,1265.74,User_2006,Pune,Regular,2006,Ruchi Dhaba Pure Veg,,
937,1832,368,882.31,User_1832,Chennai,Gold,1832,Sri Dhaba Pure Veg,,
938,1991,24,1122.39,User_1991,Pune,Regular,1991,Udupi Biryani South Indian,,
939,2147,185,1242.63,User_2147,Bangalore,Regular,2147,Hotel Dhaba Non-Veg,,
940,2255,302,335.76,User_2255,Chennai,Gold,2255,Spice Curry House Andhra,,
941,2825,7,1094.48,User_2825,Bangalore,Regular,2825,Ruchi Biryani Punjabi,,
942,2990,115,226.51,User_2990,Bangalore,Gold,2990,Annapurna Eatery Non-Veg,,
943,2947,458,752.85,User_2947,Pune,Regular,2947,Swagath Mess Pure Veg,,
944,2475,449,132.81,User_2475,Pune,Gold,2475,Sai Restaurant South Indian,,
945,2796,257,589.06,User_2796,Bangalore,Gold,2796,Sri Kitchen Family Restaurant,,
946,2953,3,872.52,User_2953,Bangalore,Regular,2953,Darbar Eatery Andhra,,
947,775,463,162.1,User_775,Chennai,Regular,775,Hotel Delights Chinese,,
948,1909,81,735.78,User_1909,Bangalore,Regular,1909,Darbar Mess Chinese,,
949,2907,402,772.75,User_2907,Hyderabad,Regular,2907,Sai Restaurant Andhra,,
950,358,392,822.15,User_358,Bangalore,Gold,358,Classic Tiffins Chinese,,
951,2189,357,1122.23,User_2189,Bangalore,Regular,2189,Grand Mess Punjabi,,
952,286,347,138.38,User_286,Pune,Gold,286,Amma Delights Chinese,,
953,435,122,939.29,User_435,Hyderabad,Gold,435,Amma Eatery Non-Veg,,
954,1956,304,666.29,User_1956,Bangalore,Regular,1956,Hotel Tiffins Andhra,,
955,2323,102,1422.21,User_2323,Bangalore,Gold,2323,Darbar Foods Andhra,,
956,2313,330,355.68,User_2313,Chennai,Regular,2313,Udupi Eatery Multicuisine,,
957,2874,418,332.44,User_2874,Hyderabad,Regular,2874,Annapurna Foods Multicuisine,,
958,1977,164,598.14,User_1977,Pune,Gold,1977,Udupi Mess Family Restaurant,,
959,1909,68,694.14,User_1909,Bangalore,Regular,1909,Taste of Biryani Andhra,,
960,445,372,1167.83,User_445,Chennai,Regular,445,Annapurna Foods North Indian,,
961,1788,174,864.12,User_1788,Pune,Gold,1788,Amma Biryani North Indian,,
962,869,263,527.01,User_869,Chennai,Regular,869,Grand Curry House Andhra,,
963,116,24,793.66,User_116,Hyderabad,Gold,116,Udupi Biryani South Indian,,
964,1541,390,1315.57,User_1541,Chennai,Regular,1541,Grand Restaurant Pure Veg,,
965,1447,485,886.47,User_1447,Bangalore,Regular,1447,Grand Dhaba Andhra,,
966,147,287,171.13,User_147,Hyderabad,Gold,147,Amma Cafe South Indian,,
967,307,274,868.86,User_307,Bangalore,Regular,307,Amma Mess Andhra,,
968,1601,214,1241.54,User_1601,Bangalore,Regular,1601,Amma Foods North Indian,,
969,116,287,1066.12,User_116,Hyderabad,Gold,116,Amma Cafe South Indian,,
970,2401,73,989.38,User_2401,Bangalore,Gold,2401,Spice Mess Andhra,,
971,2235,482,352.88,User_2235,Chennai,Gold,2235,Classic Tiffins Pure Veg,,
972,1487,179,210.64,User_1487,Bangalore,Gold,1487,Annapurna Foods Multicuisine,,
973,1256,34,800.99,User_1256,Pune,Regular,1256,Ruchi Dhaba Multicuisine,,
974,2942,225,1046.19,User_2942,Bangalore,Regular,2942,Darbar Tiffins Chinese,,
975,1077,133,154.81,User_1077,Chennai,Regular,1077,Spice Foods Non-Veg,,
976,1354,297,402.24,User_1354,Bangalore,Regular,1354,Grand Tiffins Andhra,,
977,2471,26,564.95,User_2471,Pune,Gold,2471,Spice Eatery Family Restaurant,,
978,1584,308,871.94,User_1584,Bangalore,Regular,1584,Annapurna Biryani Family Restaurant,,
979,2143,287,1007.03,User_2143,Hyderabad,Regular,2143,Amma Cafe South Indian,,
980,1215,149,1118.18,User_1215,Pune,Regular,1215,Amma Restaurant South Indian,,
981,932,134,1257.98,User_932,Hyderabad,Regular,932,New Tiffins Non-Veg,,
982,1254,489,1372.33,User_1254,Chennai,Gold,1254,Swagath Foods Punjabi,,
983,1982,54,697.82,User_1982,Chennai,Gold,1982,Ruchi Tiffins Multicuisine,,
984,2064,451,787.08,User_2064,Hyderabad,Regular,2064,Classic Curry House Andhra,,
985,1027,90,422.28,User_1027,Chennai,Gold,1027,Classic Biryani Pure Veg,,
986,2123,393,1498.35,User_2123,Bangalore,Regular,2123,Classic Dhaba Andhra,,
987,602,276,460.46,User_602,Pune,Regular,602,Sri Kitchen Chinese,,
988,1078,417,565.32,User_1078,Hyderabad,Gold,1078,Hotel Biryani North Indian,,
989,2864,410,1303.24,User_2864,Chennai,Gold,2864,Darbar Mess Pure Veg,,
990,1796,367,246.47,User_1796,Chennai,Regular,1796,Ruchi Restaurant Punjabi,,
991,2496,214,1106.34,User_2496,Chennai,Gold,2496,Amma Foods North Indian,,
992,1800,206,805.67,User_1800,Bangalore,Regular,1800,Swagath Biryani Non-Veg,,
993,1753,225,1350.09,User_1753,Hyderabad,Gold,1753,Darbar Tiffins Chinese,,
994,2273,424,1385.57,User_2273,Bangalore,Regular,2273,Sai Cafe Family Restaurant,,
995,2930,416,1197.81,User_2930,Bangalore,Regular,2930,Amma Cafe Pure Veg,,
996,937,253,881.33,User_937,Chennai,Gold,937,New Restaurant North Indian,,
997,884,483,631.57,User_884,Pune,Gold,884,Darbar Restaurant Family Restaurant,,
998,2586,162,733.55,User_2586,Hyderabad,Regular,2586,New Foods Multicuisine,,
999,550,260,1094.09,User_550,Chennai,Gold,550,Udupi Restaurant Family Restaurant,,
1000,2422,35,1062.38,User_2422,Chennai,Regular,2422,Royal Biryani North Indian,,
1001,454,101,711.68,User_454,Bangalore,Gold,454,Sai Kitchen South Indian,,
1002,2105,188,913.82,User_2105,Chennai,Regular,2105,Swagath Mess Multicuisine,,
1003,2487,222,853.02,User_2487,Hyderabad,Gold,2487,Grand Dhaba Chinese,,
1004,2737,295,1292.83,User_2737,Hyderabad,Regular,2737,Sai Cafe South Indian,,
1005,1194,170,423.73,User_1194,Chennai,Regular,1194,Spice Tiffins Family Restaurant,,
1006,2566,127,756.75,User_2566,Bangalore,Gold,2566,Hotel Eatery Family Restaurant,,
1007,692,452,811.45,User_692,Hyderabad,Gold,692,Classic Delights Multicuisine,,
1008,1058,117,899.25,User_1058,Hyderabad,Regular,1058,Darbar Eatery North Indian,,
1009,293,379,242.29,User_293,Bangalore,Gold,293,New Dhaba South Indian,,
1010,1934,343,520.55,User_1934,Hyderabad,Regular,1934,Sai Cafe Andhra,,
1011,2078,351,821.65,User_2078,Bangalore,Gold,2078,Spice Dhaba Non-Veg,,
1012,2676,498,653.38,User_2676,Hyderabad,Gold,2676,Darbar Tiffins Non-Veg,,
1013,1403,120,1448.81,User_1403,Hyderabad,Gold,1403,Classic Biryani Multicuisine,,
1014,2263,169,887.12,User_2263,Hyderabad,Gold,2263,Ruchi Curry House Pure Veg,,
1015,420,145,966.27,User_420,Pune,Regular,420,Amma Restaurant South Indian,,
1016,2634,409,484.74,User_2634,Chennai,Regular,2634,Royal Kitchen Chinese,,
1017,1496,222,138.04,User_1496,Chennai,Regular,1496,Grand Dhaba Chinese,,
1018,490,415,1017.69,User_490,Bangalore,Gold,490,Ruchi Dhaba Pure Veg,,
1019,2269,58,216.41,User_2269,Hyderabad,Regular,2269,Sai Biryani Multicuisine,,
1020,2659,38,487.55,User_2659,Hyderabad,Gold,2659,Grand Tiffins Multicuisine,,
1021,2980,158,863.42,User_2980,Pune,Gold,2980,Hotel Biryani Pure Veg,,
1022,1777,199,716.09,User_1777,Bangalore,Gold,1777,Sri Eatery Chinese,,
